device,processor,ram,storage,battery,price,antutu_score,category,value_score,rating,height,website_url,image_url,upvotes,reviews,camera
MOTOROLA G86 Power 5G,Dimensity 7400,8,128,6720,17999,830000,Value for Money,46.11367298,4.3,17.02 cm (6.7 inch) Super HD Display,https://www.flipkart.com/motorola-g86-power-5g-pantone-cosmic-sky-128-gb/p/itm7a10bb7b619d8?pid=MOBHC7FHZRZWZMSE&lid=LSTMOBHC7FHZRZWZMSEDGTD5O&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_157&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=8eff6dbe-7bf6-4715-aff3-7f358ca492ba.MOBHC7FHZRZWZMSE.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/i/a/-original-imahgqnzmz2zamkt.jpeg?q=70,"21,614 Ratings","1,409 Reviews",50MP + 8MP | 32MP Front Camera
Samsung Galaxy A16 5G,Dimensity 6300,6,128,5000,13902,600000,Value for Money,43.15925766,4.2,17.02 cm (6.7 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-a16-5g-gold-128-gb/p/itm8026353efa9d5?pid=MOBH92ADZSZYUKVG&lid=LSTMOBH92ADZSZYUKVG8EUXLD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_158&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=8eff6dbe-7bf6-4715-aff3-7f358ca492ba.MOBH92ADZSZYUKVG.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/x/d/-original-imah5zf6shwthjg2.jpeg?q=70,"3,818 Ratings",168 Reviews,50MP + 5MP + 2MP | 13MP Front Camera
MOTOROLA Edge 60 Pro,Dimensity 8350,12,256,6000,33999,960000,Performance,28.23612459,4.3,17.02 cm (6.7 inch) Display,https://www.flipkart.com/motorola-edge-60-pro-pantone-sparkling-grape-256-gb/p/itm26341e4d28553?pid=MOBH9C9JFZTVJP87&lid=LSTMOBH9C9JFZTVJP87BRCXG5&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_159&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=8eff6dbe-7bf6-4715-aff3-7f358ca492ba.MOBH9C9JFZTVJP87.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/v/5/-original-imahgqnzfpgfhfap.jpeg?q=70,"12,321 Ratings","1,039 Reviews",50MP + 50MP + 10MP | 50MP Front Camera
vivo T4 Pro 5G,7 Gen 4,8,256,6500,29999,930000,Multitasking,31.00103337,4.5,17.2 cm (6.77 inch) Display,https://www.flipkart.com/vivo-t4-pro-5g-nitro-blue-256-gb/p/itm4da1824b696d9?pid=MOBHF4F9FMPWJTPP&lid=LSTMOBHF4F9FMPWJTPPMUV02U&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_160&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=8eff6dbe-7bf6-4715-aff3-7f358ca492ba.MOBHF4F9FMPWJTPP.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/w/w/-original-imahfkvf9ngfahpg.jpeg?q=70,"10,105 Ratings",646 Reviews,50MP + 2MP + 50MP | 32MP Front Camera
vivo T4 Pro 5G,7 Gen 4,8,128,6500,27999,920000,Multitasking,32.85831637,4.5,17.2 cm (6.77 inch) Display,https://www.flipkart.com/vivo-t4-pro-5g-nitro-blue-128-gb/p/itm4da1824b696d9?pid=MOBHF4F9H4PJUZGF&lid=LSTMOBHF4F9H4PJUZGF1DQ7FC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_161&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=8eff6dbe-7bf6-4715-aff3-7f358ca492ba.MOBHF4F9H4PJUZGF.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/w/w/-original-imahfkvf9ngfahpg.jpeg?q=70,"10,105 Ratings",646 Reviews,50MP + 2MP + 50MP | 32MP Front Camera
vivo T4 Pro 5G,7 Gen 4,8,256,6500,29999,930000,Multitasking,31.00103337,4.5,17.2 cm (6.77 inch) Display,https://www.flipkart.com/vivo-t4-pro-5g-blaze-gold-256-gb/p/itm4da1824b696d9?pid=MOBHF4F9YFEME9AY&lid=LSTMOBHF4F9YFEME9AYJ2JEFW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_162&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=8eff6dbe-7bf6-4715-aff3-7f358ca492ba.MOBHF4F9YFEME9AY.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/c/b/-original-imahfkvezr4fcets.jpeg?q=70,"10,105 Ratings",646 Reviews,50MP + 2MP + 50MP | 32MP Front Camera
vivo T4 Pro 5G,7 Gen 4,12,256,6500,31999,960000,Performance,30.00093753,4.5,17.2 cm (6.77 inch) Display,https://www.flipkart.com/vivo-t4-pro-5g-blaze-gold-256-gb/p/itm4da1824b696d9?pid=MOBHF4F9HCBYSGQH&lid=LSTMOBHF4F9HCBYSGQHJ6CUVR&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_163&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=8eff6dbe-7bf6-4715-aff3-7f358ca492ba.MOBHF4F9HCBYSGQH.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/c/b/-original-imahfkvezr4fcets.jpeg?q=70,"2,543 Ratings",182 Reviews,50MP + 2MP + 50MP | 32MP Front Camera
MOTOROLA Edge 60 5G,Dimensity 7400,12,256,5500,25999,840000,Value for Money,32.30893496,4.3,16.94 cm (6.67 inch) Display,https://www.flipkart.com/motorola-edge-60-5g-pantone-shamrock-256-gb/p/itm18a81b952d716?pid=MOBHB3T9PWMEHZST&lid=LSTMOBHB3T9PWMEHZSTSRIU0G&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_164&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=8eff6dbe-7bf6-4715-aff3-7f358ca492ba.MOBHB3T9PWMEHZST.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/h/i/-original-imahcygb4g5x9m5n.jpeg?q=70,"5,212 Ratings",366 Reviews,50MP + 50MP + 10MP | 50MP Front Camera
realme P4 Pro 5G,7 Gen 4 Mobile,12,256,7000,26999,960000,Performance,35.55687248,4.4,17.27 cm (6.8 inch) Display,https://www.flipkart.com/realme-p4-pro-5g-dark-oak-wood-256-gb/p/itme41a54752cc21?pid=MOBHERXKMUKYHPU8&lid=LSTMOBHERXKMUKYHPU81D5EEU&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_165&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=8eff6dbe-7bf6-4715-aff3-7f358ca492ba.MOBHERXKMUKYHPU8.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/r/t/-original-imahfghxst733zhf.jpeg?q=70,"3,019 Ratings",258 Reviews,50MP + 8MP | 50MP Front Camera
realme P4 Pro 5G,7 Gen 4 Mobile,12,256,7000,26999,960000,Performance,35.55687248,4.4,17.27 cm (6.8 inch) Display,https://www.flipkart.com/realme-p4-pro-5g-birch-wood-256-gb/p/itme41a54752cc21?pid=MOBHERXKUV3RGG5F&lid=LSTMOBHERXKUV3RGG5FX55ENJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_166&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=8eff6dbe-7bf6-4715-aff3-7f358ca492ba.MOBHERXKUV3RGG5F.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/b/o/-original-imahfghxxmadhjm4.jpeg?q=70,"3,019 Ratings",258 Reviews,50MP + 8MP | 50MP Front Camera
MOTOROLA Edge 60 Fusion 5G,Dimensity 7400,12,256,5500,24999,840000,Value for Money,33.60134405,4.4,16.94 cm (6.67 inch) Display,https://www.flipkart.com/motorola-edge-60-fusion-5g-pantone-amazonite-256-gb/p/itm2e5f388fd9bf1?pid=MOBH9AQZ3YZXWZHN&lid=LSTMOBH9AQZ3YZXWZHNZDDVXP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_167&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=8eff6dbe-7bf6-4715-aff3-7f358ca492ba.MOBH9AQZ3YZXWZHN.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/7/t/-original-imahgqnz4hjyk6fh.jpeg?q=70,"42,245 Ratings","2,222 Reviews",50MP + 13MP | 32MP Front Camera
realme P4 Pro 5G,7 Gen 4 Mobile,8,128,7000,22999,920000,Value for Money,40.00173921,4.4,17.27 cm (6.8 inch) Display,https://www.flipkart.com/realme-p4-pro-5g-midnight-ivy-128-gb/p/itme41a54752cc21?pid=MOBHERXKXPYUPFQG&lid=LSTMOBHERXKXPYUPFQGNBXMDH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_7_168&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=8eff6dbe-7bf6-4715-aff3-7f358ca492ba.MOBHERXKXPYUPFQG.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/f/0/-original-imahfghxnhsjpk3a.jpeg?q=70,"14,322 Ratings","1,183 Reviews",50MP + 8MP | 50MP Front Camera
OPPO F29 Pro 5G,Dimensity 7300,8,128,6000,19794,830000,Value for Money,41.93189856,4.4,17.02 cm (6.7 inch) Full HD+ Display,https://www.flipkart.com/oppo-f29-pro-5g-marble-white-128-gb/p/itm46a2f33a4c891?pid=MOBHAFRZKZYZ4DGK&lid=LSTMOBHAFRZKZYZ4DGKOW1PMC&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_97&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=120ec28a-4b52-425e-b747-7afb97ecb593.MOBHAFRZKZYZ4DGK.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/b/m/-original-imahafrezggqq5em.jpeg?q=70,"1,693 Ratings",124 Reviews,50MP + 2MP | 16MP Front Camera
realme 14 Pro+ 5G,7s Gen 3 Mobile Platform Processor,8,256,6000,25999,930000,Multitasking,35.77060656,4.4,17.35 cm (6.83 inch) Display,https://www.flipkart.com/realme-14-pro-5g-pearl-white-256-gb/p/itmb5105a70ea6a6?pid=MOBH84ZXZCTJZ9JM&lid=LSTMOBH84ZXZCTJZ9JMNMBPUW&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_98&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=120ec28a-4b52-425e-b747-7afb97ecb593.MOBH84ZXZCTJZ9JM.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/w/h/-original-imahewb2y9bryhzh.jpeg?q=70,"15,619 Ratings","1,870 Reviews",50MP + 50MP + 8MP | 32MP Front Camera
MOTOROLA Edge 60 Pro,Dimensity 8350,8,256,6000,29999,930000,Multitasking,31.00103337,4.3,17.02 cm (6.7 inch) Display,https://www.flipkart.com/motorola-edge-60-pro-pantone-sparkling-grape-256-gb/p/itm72c35d843cd5f?pid=MOBH9C9JWM2Y5FZP&lid=LSTMOBH9C9JWM2Y5FZPXWSPII&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_99&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=120ec28a-4b52-425e-b747-7afb97ecb593.MOBH9C9JWM2Y5FZP.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/v/5/-original-imahgqnzfpgfhfap.jpeg?q=70,"39,823 Ratings","2,980 Reviews",50MP + 50MP + 10MP | 50MP Front Camera
MOTOROLA Edge 60 Fusion 5G,Dimensity 7400,8,256,5500,22999,840000,Value for Money,36.5233271,4.4,16.94 cm (6.67 inch) Display,https://www.flipkart.com/motorola-edge-60-fusion-5g-pantone-amazonite-256-gb/p/itm9218b12ff853f?pid=MOBH9ARFPVNU7QNU&lid=LSTMOBH9ARFPVNU7QNUYAULUZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_100&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=120ec28a-4b52-425e-b747-7afb97ecb593.MOBH9ARFPVNU7QNU.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/7/t/-original-imahgqnz4hjyk6fh.jpeg?q=70,"1,05,958 Ratings","5,543 Reviews",50MP + 13MP | 32MP Front Camera
MOTOROLA Edge 60 Stylus,7s Gen 2 Mobile Processor Processor,8,256,5000,19999,840000,Value for Money,42.00210011,4.3,16.94 cm (6.67 inch) Display,https://www.flipkart.com/motorola-edge-60-stylus-pantone-surf-web-256-gb/p/itmdf827fd06190c?pid=MOBH9AEU9GGKZ6GW&lid=LSTMOBH9AEU9GGKZ6GWEXB7BG&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_101&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=120ec28a-4b52-425e-b747-7afb97ecb593.MOBH9AEU9GGKZ6GW.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/w/8/-original-imahfvpcyp89mzb4.jpeg?q=70,"12,459 Ratings",937 Reviews,50MP + 13MP | 32MP Front Camera
Samsung M36 5G,1 Year Warranty,8,128,5000,16299,520000,Value for Money,31.90379778,4,17.02 cm (6.7 inch) Display,https://www.flipkart.com/samsung-m36-5g-serene-green-light-green-128-gb/p/itm74130a5a313b6?pid=MOBHEYY2FM76JHHA&lid=LSTMOBHEYY2FM76JHHADLMMWD&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_102&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=120ec28a-4b52-425e-b747-7afb97ecb593.MOBHEYY2FM76JHHA.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/e/b/m36-5g-sm-m366b-samsung-original-imaheyy2tz57erhb.jpeg?q=70,225 Ratings,9 Reviews,50MP Rear Camera
realme P3 5G,6 Gen 4,6,128,6000,15999,700000,Value for Money,43.75273455,4.4,16.94 cm (6.67 inch) Full HD+ Display,https://www.flipkart.com/realme-p3-5g-space-silver-128-gb/p/itm69060f73d27e8?pid=MOBHAYN5ZXFQ3GFG&lid=LSTMOBHAYN5ZXFQ3GFGFUCV7J&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_103&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=120ec28a-4b52-425e-b747-7afb97ecb593.MOBHAYN5ZXFQ3GFG.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/c/y/-original-imahaff2rbuykhcw.jpeg?q=70,"31,166 Ratings","1,990 Reviews",50MP + 2MP | 16MP Front Camera
realme 15x 5G,Dimensity 6300 6nm Octa-core chipset,8,128,7000,18999,620000,Multitasking,32.63329649,4.3,17.27 cm (6.8 inch) Display,https://www.flipkart.com/realme-15x-5g-marine-blue-128-gb/p/itmcf22f2a57724f?pid=MOBHFW57AEJ9CYMW&lid=LSTMOBHFW57AEJ9CYMWV2HJ90&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_104&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=120ec28a-4b52-425e-b747-7afb97ecb593.MOBHFW57AEJ9CYMW.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/k/k/-original-imahg8hawzyaxdmj.jpeg?q=70,"2,108 Ratings",154 Reviews,50MP Rear Camera | 50MP Front Camera
Samsung Galaxy A16 5G,Dimensity 6300,6,128,5000,14100,600000,Value for Money,42.55319149,4.2,17.02 cm (6.7 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-a16-5g-blue-black-128-gb/p/itm8026353efa9d5?pid=MOBH92ADWAXKWDBS&lid=LSTMOBH92ADWAXKWDBSRVDLZ3&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_105&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=120ec28a-4b52-425e-b747-7afb97ecb593.MOBH92ADWAXKWDBS.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/y/b/-original-imah5zf6jbfny5vk.jpeg?q=70,"3,818 Ratings",168 Reviews,50MP + 5MP + 2MP | 13MP Front Camera
realme Narzo 80 Lite 5G,1 Year Warranty,6,128,6000,11099,520000,Value for Money,46.85106766,4.3,16.94 cm (6.67 inch) Display,https://www.flipkart.com/realme-narzo-80-lite-5g-onyx-black-128-gb/p/itm47ab7fdec3924?pid=MOBHDEYWADKP2QAB&lid=LSTMOBHDEYWADKP2QABSZMNRZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_106&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=120ec28a-4b52-425e-b747-7afb97ecb593.MOBHDEYWADKP2QAB.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/e/1/narzo-80-lite-5g-rmx3933-realme-original-imahdeywdbwg7ktq.jpeg?q=70,"3,851 Ratings",153 Reviews,50MP Rear Camera
realme Narzo 80 Lite 5G,1 Year Warranty,6,128,6000,11087,520000,Value for Money,46.90177686,4.3,16.94 cm (6.67 inch) Display,https://www.flipkart.com/realme-narzo-80-lite-5g-crystal-purple-128-gb/p/itm47ab7fdec3924?pid=MOBHDEYWSGWXMGDK&lid=LSTMOBHDEYWSGWXMGDKQJEJVT&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_107&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=120ec28a-4b52-425e-b747-7afb97ecb593.MOBHDEYWSGWXMGDK.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/p/z/narzo-80-lite-5g-rmx3933-realme-original-imahdeywgastnqkr.jpeg?q=70,"3,851 Ratings",153 Reviews,32MP Rear Camera
Samsung Galaxy F36 5G,Samsung Exynos 1380 Processor,6,128,5000,16499,800000,Value for Money,48.48778714,4.3,17.02 cm (6.7 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-f36-5g-black-128-gb/p/itmd18f56e2be5da?pid=MOBHDFVTWJGWETBG&lid=LSTMOBHDFVTWJGWETBGLLJCUJ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_108&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=120ec28a-4b52-425e-b747-7afb97ecb593.MOBHDFVTWJGWETBG.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/c/0/-original-imahgynnhrgyx5wz.jpeg?q=70,"7,641 Ratings",445 Reviews,50MP + 8MP + 2MP | 13MP Front Camera
OPPO F31 5G,Dimensity 6300,8,256,7000,25990,630000,Multitasking,24.24009234,4.3,16.69 cm (6.57 inch) Full HD+ Display,https://www.flipkart.com/oppo-f31-5g-cloud-green-256-gb/p/itme4999ba8be7f5?pid=MOBHFKPTCYHBTCSD&lid=LSTMOBHFKPTCYHBTCSDKWBAOH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_109&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=120ec28a-4b52-425e-b747-7afb97ecb593.MOBHFKPTCYHBTCSD.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/d/j/-original-imahgxe6dzdsgvcr.jpeg?q=70,976 Ratings,54 Reviews,50MP + 2MP | 16MP Front Camera
Samsung Galaxy A36 5G,Qualcomm 6 Gen 3,8,128,5000,29490,730000,Value for Money,24.75415395,4.3,17.02 cm (6.7 inch) Full HD+ Display,https://www.flipkart.com/samsung-galaxy-a36-5g-awesome-lavender-128-gb/p/itm5a2d339a8cc5b?pid=MOBH9RNGFN76WMFF&lid=LSTMOBH9RNGFN76WMFFZDRRYF&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_110&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=120ec28a-4b52-425e-b747-7afb97ecb593.MOBH9RNGFN76WMFF.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/2/s/-original-imahghmrgjrgc37p.jpeg?q=70,"1,644 Ratings",125 Reviews,50MP + 8MP | 12MP Front Camera
vivo T4x 5G,Dimensity 7300 5G,8,256,6500,17499,840000,Value for Money,48.00274301,4.4,17.07 cm (6.72 inch) Display,https://www.flipkart.com/vivo-t4x-5g-glacial-teal-256-gb/p/itm017656bdd097b?pid=MOBHFEWD8U7VBY9E&lid=LSTMOBHFEWD8U7VBY9EAKM0QU&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_111&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=120ec28a-4b52-425e-b747-7afb97ecb593.MOBHFEWD8U7VBY9E.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/k/r/-original-imahfhudssrdghcz.jpeg?q=70,"1,38,505 Ratings","6,601 Reviews",50MP + 2MP | 8MP Front Camera
Samsung Galaxy S25 Plus 5G,8 Elite for Galaxy Processor,12,256,4900,79999,1250000,Performance,15.62519531,4.7,17.02 cm (6.7 inch) Quad HD+ Display,https://www.flipkart.com/samsung-galaxy-s25-plus-5g-navy-256-gb/p/itm5d4bdb068f418?pid=MOBH8K8UFKWSTMHA&lid=LSTMOBH8K8UFKWSTMHA03MBZS&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_5_112&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=120ec28a-4b52-425e-b747-7afb97ecb593.MOBH8K8UFKWSTMHA.SEARCH&ppt=sp&ppn=sp&ssid=qy37abu25s0000001764445102702&qH=eb4af0bf07c16429,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/d/0/-original-imahfvuaphhgxtf7.jpeg?q=70,128 Ratings,21 Reviews,50MP + 10MP + 12MP | 12MP Front Camera
